"sku_id","record_date","daily_units_sold","avg_daily_demand_30d","observations_30d"
"SKU_22","2024-06-19","99","121.40","30"
"SKU_22","2024-06-20","115","120.57","30"
"SKU_22","2024-06-21","115","120.97","30"
"SKU_22","2024-06-22","105","120.20","30"
"SKU_22","2024-06-23","106","119.17","30"
"SKU_22","2024-06-24","109","117.87","30"
"SKU_22","2024-06-25","90","116.73","30"
"SKU_22","2024-06-26","118","115.80","30"
"SKU_22","2024-06-27","109","114.77","30"
"SKU_22","2024-06-28","99","113.77","30"
"SKU_22","2024-06-29","103","113.53","30"
"SKU_22","2024-06-30","128","113.37","30"
"SKU_22","2024-07-01","101","112.53","30"
"SKU_22","2024-07-02","111","112.40","30"
"SKU_22","2024-07-03","97","112.20","30"
"SKU_22","2024-07-04","69","111.00","30"
"SKU_22","2024-07-05","107","110.87","30"
"SKU_22","2024-07-06","107","110.77","30"
"SKU_22","2024-07-07","100","109.83","30"
"SKU_22","2024-07-08","83","108.30","30"
"SKU_22","2024-07-09","104","107.00","30"
"SKU_22","2024-07-10","105","106.43","30"
"SKU_22","2024-07-11","79","105.37","30"
"SKU_22","2024-07-12","104","105.27","30"
"SKU_22","2024-07-13","115","105.33","30"
"SKU_22","2024-07-14","97","104.83","30"
"SKU_22","2024-07-15","92","104.57","30"
"SKU_22","2024-07-16","88","103.20","30"
"SKU_22","2024-07-17","81","102.57","30"
"SKU_22","2024-07-18","78","100.47","30"
"SKU_22","2024-07-19","67","99.40","30"
"SKU_22","2024-07-20","97","98.80","30"
"SKU_22","2024-07-21","96","98.17","30"
"SKU_22","2024-07-22","83","97.43","30"
"SKU_22","2024-07-23","101","97.27","30"
"SKU_22","2024-07-24","68","95.90","30"
"SKU_22","2024-07-25","64","95.03","30"
"SKU_22","2024-07-26","65","93.27","30"
"SKU_22","2024-07-27","84","92.43","30"
"SKU_22","2024-07-28","77","91.70","30"
"SKU_22","2024-07-29","81","90.97","30"
"SKU_22","2024-07-30","78","89.30","30"
"SKU_22","2024-07-31","78","88.53","30"
"SKU_22","2024-08-01","63","86.93","30"
"SKU_22","2024-08-02","62","85.77","30"
"SKU_22","2024-08-03","81","86.17","30"
"SKU_22","2024-08-04","72","85.00","30"
"SKU_22","2024-08-05","51","83.13","30"
"SKU_22","2024-08-06","74","82.27","30"
"SKU_22","2024-08-07","77","82.07","30"
"SKU_22","2024-08-08","66","80.80","30"
"SKU_22","2024-08-09","68","79.57","30"
"SKU_22","2024-08-10","57","78.83","30"
"SKU_22","2024-08-11","65","77.53","30"
"SKU_22","2024-08-12","87","76.60","30"
"SKU_22","2024-08-13","60","75.37","30"
"SKU_22","2024-08-14","76","74.83","30"
"SKU_22","2024-08-15","55","73.73","30"
"SKU_22","2024-08-16","69","73.33","30"
"SKU_22","2024-08-17","70","73.07","30"
"SKU_22","2024-08-18","52","72.57","30"
"SKU_22","2024-08-19","60","71.33","30"
"SKU_22","2024-08-20","61","70.17","30"
"SKU_22","2024-08-21","66","69.60","30"
"SKU_22","2024-08-22","65","68.40","30"
"SKU_22","2024-08-23","57","68.03","30"
"SKU_22","2024-08-24","76","68.43","30"
"SKU_22","2024-08-25","51","67.97","30"
"SKU_22","2024-08-26","45","66.67","30"
"SKU_22","2024-08-27","41","65.47","30"
"SKU_22","2024-08-28","64","64.90","30"
"SKU_22","2024-08-29","51","64.00","30"
"SKU_22","2024-08-30","57","63.30","30"
"SKU_22","2024-08-31","49","62.83","30"
"SKU_22","2024-09-01","33","61.87","30"
"SKU_22","2024-09-02","53","60.93","30"
"SKU_22","2024-09-03","53","60.30","30"
"SKU_22","2024-09-04","46","60.13","30"
"SKU_22","2024-09-05","34","58.80","30"
"SKU_22","2024-09-06","36","57.43","30"
"SKU_22","2024-09-07","54","57.03","30"
"SKU_22","2024-09-08","45","56.27","30"
"SKU_22","2024-09-09","46","55.90","30"
"SKU_22","2024-09-10","47","55.30","30"
"SKU_22","2024-09-11","61","54.43","30"
"SKU_22","2024-09-12","28","53.37","30"
"SKU_22","2024-09-13","51","52.53","30"
"SKU_22","2024-09-14","67","52.93","30"
"SKU_22","2024-09-15","25","51.47","30"
"SKU_22","2024-09-16","50","50.80","30"
"SKU_22","2024-09-17","45","50.57","30"
"SKU_22","2024-09-18","19","49.20","30"
"SKU_22","2024-09-19","46","48.70","30"
"SKU_22","2024-09-20","57","48.40","30"
"SKU_22","2024-09-21","51","47.93","30"
"SKU_22","2024-09-22","80","48.70","30"
"SKU_22","2024-09-23","62","48.23","30"
"SKU_22","2024-09-24","57","48.43","30"
"SKU_22","2024-09-25","41","48.30","30"
"SKU_22","2024-09-26","46","48.47","30"
"SKU_22","2024-09-27","46","47.87","30"
"SKU_22","2024-09-28","48","47.77","30"
"SKU_22","2024-09-29","58","47.80","30"
"SKU_22","2024-09-30","66","48.37","30"
"SKU_22","2024-10-01","41","48.63","30"
"SKU_22","2024-10-02","52","48.60","30"
"SKU_22","2024-10-03","33","47.93","30"
"SKU_22","2024-10-04","42","47.80","30"
"SKU_22","2024-10-05","51","48.37","30"
"SKU_22","2024-10-06","45","48.67","30"
"SKU_22","2024-10-07","47","48.43","30"
"SKU_22","2024-10-08","53","48.70","30"
"SKU_22","2024-10-09","55","49.00","30"
"SKU_22","2024-10-10","30","48.43","30"
"SKU_22","2024-10-11","39","47.70","30"
"SKU_22","2024-10-12","45","48.27","30"
"SKU_22","2024-10-13","28","47.50","30"
"SKU_22","2024-10-14","62","47.33","30"
"SKU_22","2024-10-15","42","47.90","30"
"SKU_22","2024-10-16","48","47.83","30"
"SKU_22","2024-10-17","40","47.67","30"
"SKU_22","2024-10-18","36","48.23","30"
"SKU_22","2024-10-19","73","49.13","30"
"SKU_22","2024-10-20","44","48.70","30"
"SKU_22","2024-10-21","67","49.23","30"
"SKU_22","2024-10-22","63","48.67","30"
"SKU_22","2024-10-23","42","48.00","30"
"SKU_22","2024-10-24","61","48.13","30"
"SKU_22","2024-10-25","67","49.00","30"
"SKU_22","2024-10-26","77","50.03","30"
"SKU_22","2024-10-27","62","50.57","30"
"SKU_22","2024-10-28","42","50.37","30"
"SKU_22","2024-10-29","64","50.57","30"
"SKU_22","2024-10-30","49","50.00","30"
"SKU_22","2024-10-31","41","50.00","30"
"SKU_22","2024-11-01","69","50.57","30"
"SKU_22","2024-11-02","39","50.77","30"
"SKU_22","2024-11-03","60","51.37","30"
"SKU_22","2024-11-04","70","52.00","30"
"SKU_22","2024-11-05","37","51.73","30"
"SKU_22","2024-11-06","58","52.10","30"
"SKU_22","2024-11-07","58","52.27","30"
"SKU_22","2024-11-08","81","53.13","30"
"SKU_22","2024-11-09","63","54.23","30"
"SKU_22","2024-11-10","82","55.67","30"
"SKU_22","2024-11-11","63","56.27","30"
"SKU_22","2024-11-12","34","56.47","30"
"SKU_22","2024-11-13","43","55.83","30"
"SKU_22","2024-11-14","79","57.07","30"
"SKU_22","2024-11-15","94","58.60","30"
"SKU_22","2024-11-16","58","59.20","30"
"SKU_22","2024-11-17","70","60.33","30"
"SKU_22","2024-11-18","71","60.27","30"
"SKU_22","2024-11-19","55","60.63","30"
"SKU_22","2024-11-20","81","61.10","30"
"SKU_22","2024-11-21","76","61.53","30"
"SKU_22","2024-11-22","64","62.27","30"
"SKU_22","2024-11-23","62","62.30","30"
"SKU_22","2024-11-24","67","62.30","30"
"SKU_22","2024-11-25","74","62.20","30"
"SKU_22","2024-11-26","60","62.13","30"
"SKU_22","2024-11-27","87","63.63","30"
"SKU_22","2024-11-28","96","64.70","30"
"SKU_22","2024-11-29","74","65.53","30"
"SKU_22","2024-11-30","93","67.27","30"
"SKU_22","2024-12-01","66","67.17","30"
"SKU_22","2024-12-02","68","68.13","30"
"SKU_22","2024-12-03","110","69.80","30"
"SKU_22","2024-12-04","66","69.67","30"
"SKU_22","2024-12-05","73","70.87","30"
"SKU_22","2024-12-06","90","71.93","30"
"SKU_22","2024-12-07","73","72.43","30"
"SKU_22","2024-12-08","100","73.07","30"
"SKU_22","2024-12-09","77","73.53","30"
"SKU_22","2024-12-10","105","74.30","30"
"SKU_22","2024-12-11","83","74.97","30"
"SKU_22","2024-12-12","102","77.23","30"
"SKU_22","2024-12-13","92","78.87","30"
"SKU_22","2024-12-14","87","79.13","30"
"SKU_22","2024-12-15","89","78.97","30"
"SKU_22","2024-12-16","89","80.00","30"
"SKU_22","2024-12-17","77","80.23","30"
"SKU_22","2024-12-18","85","80.70","30"
"SKU_22","2024-12-19","119","82.83","30"
"SKU_22","2024-12-20","88","83.07","30"
"SKU_22","2024-12-21","97","83.77","30"
"SKU_22","2024-12-22","94","84.77","30"
"SKU_22","2024-12-23","97","85.93","30"
"SKU_22","2024-12-24","97","86.93","30"
"SKU_22","2024-12-25","96","87.67","30"
"SKU_22","2024-12-26","88","88.60","30"
"SKU_22","2024-12-27","119","89.67","30"
"SKU_22","2024-12-28","108","90.07","30"
"SKU_22","2024-12-29","95","90.77","30"
"SKU_22","2024-12-30","94","90.80","30"
"SKU_23","2024-01-01","98","98.00","1"
"SKU_23","2024-01-02","115","106.50","2"
"SKU_23","2024-01-03","87","100.00","3"
"SKU_23","2024-01-04","107","101.75","4"
"SKU_23","2024-01-05","102","101.80","5"
"SKU_23","2024-01-06","116","104.17","6"
"SKU_23","2024-01-07","109","104.86","7"
"SKU_23","2024-01-08","127","107.63","8"
"SKU_23","2024-01-09","85","105.11","9"
"SKU_23","2024-01-10","86","103.20","10"
"SKU_23","2024-01-11","101","103.00","11"
"SKU_23","2024-01-12","101","102.83","12"
"SKU_23","2024-01-13","96","102.31","13"
"SKU_23","2024-01-14","116","103.29","14"
"SKU_23","2024-01-15","105","103.40","15"
"SKU_23","2024-01-16","104","103.44","16"
"SKU_23","2024-01-17","122","104.53","17"
"SKU_23","2024-01-18","103","104.44","18"
"SKU_23","2024-01-19","111","104.79","19"
"SKU_23","2024-01-20","122","105.65","20"
"SKU_23","2024-01-21","122","106.43","21"
"SKU_23","2024-01-22","116","106.86","22"
"SKU_23","2024-01-23","94","106.30","23"
"SKU_23","2024-01-24","131","107.33","24"
"SKU_23","2024-01-25","127","108.12","25"
"SKU_23","2024-01-26","118","108.50","26"
"SKU_23","2024-01-27","126","109.15","27"
"SKU_23","2024-01-28","132","109.96","28"
"SKU_23","2024-01-29","119","110.28","29"
"SKU_23","2024-01-30","114","110.40","30"
"SKU_23","2024-01-31","130","111.47","30"
"SKU_23","2024-02-01","164","113.10","30"
"SKU_23","2024-02-02","142","114.93","30"
"SKU_23","2024-02-03","107","114.93","30"
"SKU_23","2024-02-04","114","115.33","30"
"SKU_23","2024-02-05","140","116.13","30"
"SKU_23","2024-02-06","126","116.70","30"
"SKU_23","2024-02-07","130","116.80","30"
"SKU_23","2024-02-08","128","118.23","30"
"SKU_23","2024-02-09","138","119.97","30"
"SKU_23","2024-02-10","125","120.77","30"
"SKU_23","2024-02-11","123","121.50","30"
"SKU_23","2024-02-12","119","122.27","30"
"SKU_23","2024-02-13","143","123.17","30"
"SKU_23","2024-02-14","140","124.33","30"
"SKU_23","2024-02-15","129","125.17","30"
"SKU_23","2024-02-16","127","125.33","30"
"SKU_23","2024-02-17","141","126.60","30"
"SKU_23","2024-02-18","155","128.07","30"
"SKU_23","2024-02-19","133","128.43","30"
"SKU_23","2024-02-20","163","129.80","30"
"SKU_23","2024-02-21","148","130.87","30"
"SKU_23","2024-02-22","147","132.63","30"
"SKU_23","2024-02-23","141","132.97","30"
"SKU_23","2024-02-24","150","133.73","30"
"SKU_23","2024-02-25","169","135.43","30"
"SKU_23","2024-02-26","129","135.53","30"
"SKU_23","2024-02-27","161","136.50","30"
"SKU_23","2024-02-28","138","137.13","30"
"SKU_23","2024-02-29","126","137.53","30"
"SKU_23","2024-03-01","138","137.80","30"
"SKU_23","2024-03-02","144","137.13","30"
"SKU_23","2024-03-03","121","136.43","30"
"SKU_23","2024-03-04","162","138.27","30"
"SKU_23","2024-03-05","156","139.67","30"
"SKU_23","2024-03-06","141","139.70","30"
"SKU_23","2024-03-07","164","140.97","30"
"SKU_23","2024-03-08","182","142.70","30"
"SKU_23","2024-03-09","164","143.90","30"
"SKU_23","2024-03-10","140","143.97","30"
"SKU_23","2024-03-11","176","145.67","30"
"SKU_23","2024-03-12","161","146.93","30"
"SKU_23","2024-03-13","141","147.67","30"
"SKU_23","2024-03-14","167","148.47","30"
"SKU_23","2024-03-15","148","148.73","30"
"SKU_23","2024-03-16","142","149.17","30"
"SKU_23","2024-03-17","136","149.47","30"
"SKU_23","2024-03-18","139","149.40","30"
"SKU_23","2024-03-19","179","150.20","30"
"SKU_23","2024-03-20","139","150.40","30"
"SKU_23","2024-03-21","161","150.33","30"
"SKU_23","2024-03-22","144","150.20","30"
"SKU_23","2024-03-23","144","150.10","30"
"SKU_23","2024-03-24","134","149.87","30"
"SKU_23","2024-03-25","120","148.87","30"
"SKU_23","2024-03-26","140","147.90","30"
"SKU_23","2024-03-27","142","148.33","30"
"SKU_23","2024-03-28","125","147.13","30"
"SKU_23","2024-03-29","166","148.07","30"
"SKU_23","2024-03-30","143","148.63","30"
"SKU_23","2024-03-31","151","149.07","30"
"SKU_23","2024-04-01","162","149.67","30"
"SKU_23","2024-04-02","147","150.53","30"
"SKU_23","2024-04-03","144","149.93","30"
"SKU_23","2024-04-04","149","149.70","30"
"SKU_23","2024-04-05","148","149.93","30"
"SKU_23","2024-04-06","173","150.23","30"
"SKU_23","2024-04-07","161","149.53","30"
"SKU_23","2024-04-08","157","149.30","30"
"SKU_23","2024-04-09","169","150.27","30"
"SKU_23","2024-04-10","149","149.37","30"
"SKU_23","2024-04-11","161","149.37","30"
"SKU_23","2024-04-12","135","149.17","30"
"SKU_23","2024-04-13","137","148.17","30"
"SKU_23","2024-04-14","165","148.73","30"
"SKU_23","2024-04-15","123","148.10","30"
"SKU_23","2024-04-16","149","148.53","30"
"SKU_23","2024-04-17","159","149.20","30"
"SKU_23","2024-04-18","139","147.87","30"
"SKU_23","2024-04-19","144","148.03","30"
"SKU_23","2024-04-20","172","148.40","30"
"SKU_23","2024-04-21","137","148.17","30"
"SKU_23","2024-04-22","153","148.47","30"
"SKU_23","2024-04-23","126","148.20","30"
"SKU_23","2024-04-24","151","149.23","30"
"SKU_23","2024-04-25","137","149.13","30"
"SKU_23","2024-04-26","146","149.27","30"
"SKU_23","2024-04-27","152","150.17","30"
"SKU_23","2024-04-28","143","149.40","30"
"SKU_23","2024-04-29","130","148.97","30"
"SKU_23","2024-04-30","120","147.93","30"
"SKU_23","2024-05-01","138","147.13","30"
"SKU_23","2024-05-02","156","147.43","30"
"SKU_23","2024-05-03","139","147.27","30"
"SKU_23","2024-05-04","157","147.53","30"
"SKU_23","2024-05-05","132","147.00","30"
"SKU_23","2024-05-06","145","146.07","30"
"SKU_23","2024-05-07","120","144.70","30"
"SKU_23","2024-05-08","126","143.67","30"
"SKU_23","2024-05-09","148","142.97","30"
"SKU_23","2024-05-10","138","142.60","30"
"SKU_23","2024-05-11","133","141.67","30"
"SKU_23","2024-05-12","141","141.87","30"
"SKU_23","2024-05-13","152","142.37","30"
"SKU_23","2024-05-14","156","142.07","30"
"SKU_23","2024-05-15","153","143.07","30"
"SKU_23","2024-05-16","128","142.37","30"
"SKU_23","2024-05-17","134","141.53","30"
"SKU_23","2024-05-18","122","140.97","30"
"SKU_23","2024-05-19","137","140.73","30"
"SKU_23","2024-05-20","127","139.23","30"
"SKU_23","2024-05-21","139","139.30","30"
"SKU_23","2024-05-22","118","138.13","30"
"SKU_23","2024-05-23","124","138.07","30"
"SKU_23","2024-05-24","144","137.83","30"
"SKU_23","2024-05-25","129","137.57","30"
"SKU_23","2024-05-26","138","137.30","30"
"SKU_23","2024-05-27","144","137.03","30"
"SKU_23","2024-05-28","123","136.37","30"
"SKU_23","2024-05-29","109","135.67","30"
"SKU_23","2024-05-30","134","136.13","30"
"SKU_23","2024-05-31","139","136.17","30"
"SKU_23","2024-06-01","132","135.37","30"
"SKU_23","2024-06-02","103","134.17","30"
"SKU_23","2024-06-03","119","132.90","30"
"SKU_23","2024-06-04","116","132.37","30"
"SKU_23","2024-06-05","128","131.80","30"
"SKU_23","2024-06-06","124","131.93","30"
"SKU_23","2024-06-07","111","131.43","30"
"SKU_23","2024-06-08","113","130.27","30"
"SKU_23","2024-06-09","113","129.43","30"
"SKU_23","2024-06-10","126","129.20","30"
"SKU_23","2024-06-11","132","128.90","30"
"SKU_23","2024-06-12","134","128.30","30"
"SKU_23","2024-06-13","120","127.10","30"
"SKU_23","2024-06-14","100","125.33","30"
"SKU_23","2024-06-15","107","124.63","30"
"SKU_23","2024-06-16","119","124.13","30"
"SKU_23","2024-06-17","108","123.67","30"
"SKU_23","2024-06-18","120","123.10","30"
"SKU_23","2024-06-19","117","122.77","30"
"SKU_23","2024-06-20","114","121.93","30"
"SKU_23","2024-06-21","117","121.90","30"
"SKU_23","2024-06-22","112","121.50","30"
"SKU_23","2024-06-23","118","120.63","30"
"SKU_23","2024-06-24","105","119.83","30"
"SKU_23","2024-06-25","89","118.20","30"
"SKU_23","2024-06-26","108","117.00","30"
"SKU_23","2024-06-27","102","116.30","30"
"SKU_23","2024-06-28","93","115.77","30"
"SKU_23","2024-06-29","99","114.60","30"
"SKU_23","2024-06-30","86","112.83","30"
"SKU_23","2024-07-01","117","112.33","30"
"SKU_23","2024-07-02","103","112.33","30"
"SKU_23","2024-07-03","103","111.80","30"
"SKU_23","2024-07-04","120","111.93","30"
"SKU_23","2024-07-05","113","111.43","30"
"SKU_23","2024-07-06","102","110.70","30"
"SKU_23","2024-07-07","91","110.03","30"
"SKU_23","2024-07-08","86","109.13","30"
"SKU_23","2024-07-09","83","108.13","30"
"SKU_23","2024-07-10","86","106.80","30"
"SKU_23","2024-07-11","86","105.27","30"
"SKU_23","2024-07-12","99","104.10","30"
"SKU_23","2024-07-13","69","102.40","30"
"SKU_23","2024-07-14","93","102.17","30"
"SKU_23","2024-07-15","99","101.90","30"
"SKU_23","2024-07-16","80","100.60","30"
"SKU_23","2024-07-17","58","98.93","30"
"SKU_23","2024-07-18","78","97.53","30"
"SKU_23","2024-07-19","91","96.67","30"
"SKU_23","2024-07-20","75","95.37","30"
"SKU_23","2024-07-21","92","94.53","30"
"SKU_23","2024-07-22","81","93.50","30"
"SKU_23","2024-07-23","63","91.67","30"
"SKU_23","2024-07-24","98","91.43","30"
"SKU_23","2024-07-25","71","90.83","30"
"SKU_23","2024-07-26","75","89.73","30"
"SKU_23","2024-07-27","69","88.63","30"
"SKU_23","2024-07-28","79","88.17","30"
"SKU_23","2024-07-29","90","87.87","30"
"SKU_23","2024-07-30","73","87.43","30"
"SKU_23","2024-07-31","67","85.77","30"
"SKU_23","2024-08-01","61","84.37","30"
"SKU_23","2024-08-02","99","84.23","30"
"SKU_23","2024-08-03","106","83.77","30"
"SKU_23","2024-08-04","59","81.97","30"
"SKU_23","2024-08-05","74","81.03","30"
"SKU_23","2024-08-06","71","80.37","30"
"SKU_23","2024-08-07","63","79.60","30"
"SKU_23","2024-08-08","57","78.73","30"
"SKU_23","2024-08-09","60","77.87","30"
"SKU_23","2024-08-10","82","77.73","30"
"SKU_23","2024-08-11","62","76.50","30"
"SKU_23","2024-08-12","62","76.27","30"
"SKU_23","2024-08-13","73","75.60","30"
"SKU_23","2024-08-14","86","75.17","30"
"SKU_23","2024-08-15","68","74.77","30"
"SKU_23","2024-08-16","72","75.23","30"
"SKU_23","2024-08-17","78","75.23","30"
"SKU_23","2024-08-18","63","74.30","30"
"SKU_23","2024-08-19","67","74.03","30"
"SKU_23","2024-08-20","80","73.63","30"
"SKU_23","2024-08-21","53","72.70","30"
"SKU_23","2024-08-22","67","72.83","30"
"SKU_23","2024-08-23","85","72.40","30"
"SKU_23","2024-08-24","50","71.70","30"
"SKU_23","2024-08-25","61","71.23","30"
"SKU_23","2024-08-26","50","70.60","30"
"SKU_23","2024-08-27","63","70.07","30"
"SKU_23","2024-08-28","51","68.77","30"
"SKU_23","2024-08-29","47","67.90","30"
"SKU_23","2024-08-30","49","67.30","30"
"SKU_23","2024-08-31","54","67.07","30"
"SKU_23","2024-09-01","83","66.53","30"
"SKU_23","2024-09-02","64","65.13","30"
"SKU_23","2024-09-03","50","64.83","30"
"SKU_23","2024-09-04","47","63.93","30"
"SKU_23","2024-09-05","55","63.40","30"
"SKU_23","2024-09-06","51","63.00","30"
"SKU_23","2024-09-07","39","62.40","30"
"SKU_23","2024-09-08","48","62.00","30"
"SKU_23","2024-09-09","49","60.90","30"
"SKU_23","2024-09-10","49","60.47","30"
"SKU_23","2024-09-11","67","60.63","30"
"SKU_23","2024-09-12","44","59.67","30"
"SKU_23","2024-09-13","37","58.03","30"
"SKU_23","2024-09-14","46","57.30","30"
"SKU_23","2024-09-15","55","56.73","30"
"SKU_23","2024-09-16","49","55.77","30"
"SKU_23","2024-09-17","46","55.20","30"
"SKU_23","2024-09-18","54","54.77","30"
"SKU_23","2024-09-19","74","54.57","30"
"SKU_23","2024-09-20","47","54.37","30"
"SKU_23","2024-09-21","63","54.23","30"
"SKU_23","2024-09-22","33","52.50","30"
"SKU_23","2024-09-23","58","52.77","30"
"SKU_23","2024-09-24","43","52.17","30"
"SKU_23","2024-09-25","50","52.17","30"
"SKU_23","2024-09-26","44","51.53","30"
"SKU_23","2024-09-27","68","52.10","30"
"SKU_23","2024-09-28","55","52.37","30"
"SKU_23","2024-09-29","56","52.60","30"
"SKU_23","2024-09-30","54","52.60","30"
"SKU_23","2024-10-01","53","51.60","30"
"SKU_23","2024-10-02","55","51.30","30"
"SKU_23","2024-10-03","56","51.50","30"
"SKU_23","2024-10-04","72","52.33","30"
"SKU_23","2024-10-05","42","51.90","30"
"SKU_23","2024-10-06","57","52.10","30"
"SKU_23","2024-10-07","71","53.17","30"
"SKU_23","2024-10-08","64","53.70","30"
"SKU_23","2024-10-09","46","53.60","30"
"SKU_23","2024-10-10","56","53.83","30"
"SKU_23","2024-10-11","40","52.93","30"
"SKU_23","2024-10-12","56","53.33","30"
"SKU_23","2024-10-13","44","53.57","30"
"SKU_23","2024-10-14","45","53.53","30"
"SKU_23","2024-10-15","36","52.90","30"
"SKU_23","2024-10-16","60","53.27","30"
"SKU_23","2024-10-17","31","52.77","30"
"SKU_23","2024-10-18","54","52.77","30"
"SKU_23","2024-10-19","40","51.63","30"
"SKU_23","2024-10-20","55","51.90","30"
"SKU_23","2024-10-21","58","51.73","30"
"SKU_23","2024-10-22","32","51.70","30"
"SKU_23","2024-10-23","51","51.47","30"
"SKU_23","2024-10-24","41","51.40","30"
"SKU_23","2024-10-25","41","51.10","30"
"SKU_23","2024-10-26","70","51.97","30"
"SKU_23","2024-10-27","65","51.87","30"
"SKU_23","2024-10-28","50","51.70","30"
"SKU_23","2024-10-29","79","52.47","30"
"SKU_23","2024-10-30","63","52.77","30"
"SKU_23","2024-10-31","64","53.13","30"
"SKU_23","2024-11-01","62","53.37","30"
"SKU_23","2024-11-02","44","52.97","30"
"SKU_23","2024-11-03","71","52.93","30"
"SKU_23","2024-11-04","83","54.30","30"
"SKU_23","2024-11-05","59","54.37","30"
"SKU_23","2024-11-06","49","53.63","30"
"SKU_23","2024-11-07","65","53.67","30"
"SKU_23","2024-11-08","49","53.77","30"
"SKU_23","2024-11-09","85","54.73","30"
"SKU_23","2024-11-10","72","55.80","30"
"SKU_23","2024-11-11","63","56.03","30"
"SKU_23","2024-11-12","72","56.97","30"
"SKU_23","2024-11-13","70","57.80","30"
"SKU_23","2024-11-14","45","58.10","30"
"SKU_23","2024-11-15","52","57.83","30"
"SKU_23","2024-11-16","63","58.90","30"
"SKU_23","2024-11-17","63","59.20","30"
"SKU_23","2024-11-18","64","60.00","30"
"SKU_23","2024-11-19","69","60.47","30"
"SKU_23","2024-11-20","63","60.63","30"
"SKU_23","2024-11-21","75","62.07","30"
"SKU_23","2024-11-22","57","62.27","30"
"SKU_23","2024-11-23","74","63.37","30"
"SKU_23","2024-11-24","75","64.50","30"
"SKU_23","2024-11-25","77","64.73","30"
"SKU_23","2024-11-26","77","65.13","30"
"SKU_23","2024-11-27","88","66.40","30"
"SKU_23","2024-11-28","91","66.80","30"
"SKU_23","2024-11-29","60","66.70","30"
"SKU_23","2024-11-30","59","66.53","30"
"SKU_23","2024-12-01","72","66.87","30"
"SKU_23","2024-12-02","59","67.37","30"
"SKU_23","2024-12-03","84","67.80","30"
"SKU_23","2024-12-04","56","66.90","30"
"SKU_23","2024-12-05","76","67.47","30"
"SKU_23","2024-12-06","76","68.37","30"
"SKU_23","2024-12-07","71","68.57","30"
"SKU_23","2024-12-08","83","69.70","30"
"SKU_23","2024-12-09","63","68.97","30"
"SKU_23","2024-12-10","88","69.50","30"
"SKU_23","2024-12-11","71","69.77","30"
"SKU_23","2024-12-12","90","70.37","30"
"SKU_23","2024-12-13","104","71.50","30"
"SKU_23","2024-12-14","59","71.97","30"
"SKU_23","2024-12-15","97","73.47","30"
"SKU_23","2024-12-16","81","74.07","30"
"SKU_23","2024-12-17","110","75.63","30"
"SKU_23","2024-12-18","74","75.97","30"
"SKU_23","2024-12-19","87","76.57","30"
"SKU_23","2024-12-20","90","77.47","30"
"SKU_23","2024-12-21","101","78.33","30"
"SKU_23","2024-12-22","101","79.80","30"
"SKU_23","2024-12-23","81","80.03","30"
"SKU_23","2024-12-24","128","81.80","30"
"SKU_23","2024-12-25","99","82.53","30"
"SKU_23","2024-12-26","104","83.43","30"
"SKU_23","2024-12-27","110","84.17","30"
"SKU_23","2024-12-28","106","84.67","30"
"SKU_23","2024-12-29","111","86.37","30"
"SKU_23","2024-12-30","88","87.33","30"
"SKU_24","2024-01-01","106","106.00","1"
"SKU_24","2024-01-02","95","100.50","2"
"SKU_24","2024-01-03","108","103.00","3"
"SKU_24","2024-01-04","102","102.75","4"
"SKU_24","2024-01-05","67","95.60","5"
"SKU_24","2024-01-06","81","93.17","6"
"SKU_24","2024-01-07","108","95.29","7"
"SKU_24","2024-01-08","98","95.63","8"
"SKU_24","2024-01-09","112","97.44","9"
"SKU_24","2024-01-10","109","98.60","10"
"SKU_24","2024-01-11","109","99.55","11"
"SKU_24","2024-01-12","113","100.67","12"
"SKU_24","2024-01-13","108","101.23","13"
"SKU_24","2024-01-14","80","99.71","14"
"SKU_24","2024-01-15","124","101.33","15"
"SKU_24","2024-01-16","101","101.31","16"
"SKU_24","2024-01-17","105","101.53","17"
"SKU_24","2024-01-18","103","101.61","18"
"SKU_24","2024-01-19","124","102.79","19"
"SKU_24","2024-01-20","135","104.40","20"
"SKU_24","2024-01-21","121","105.19","21"
"SKU_24","2024-01-22","113","105.55","22"
"SKU_24","2024-01-23","104","105.48","23"
"SKU_24","2024-01-24","141","106.96","24"
"SKU_24","2024-01-25","130","107.88","25"
"SKU_24","2024-01-26","120","108.35","26"
"SKU_24","2024-01-27","141","109.56","27"
"SKU_24","2024-01-28","127","110.18","28"
"SKU_24","2024-01-29","113","110.28","29"
"SKU_24","2024-01-30","146","111.47","30"
"SKU_24","2024-01-31","141","112.63","30"
"SKU_24","2024-02-01","117","113.37","30"
"SKU_24","2024-02-02","121","113.80","30"
"SKU_24","2024-02-03","132","114.80","30"
"SKU_24","2024-02-04","126","116.77","30"
"SKU_24","2024-02-05","124","118.20","30"
"SKU_24","2024-02-06","138","119.20","30"
"SKU_24","2024-02-07","113","119.70","30"
"SKU_24","2024-02-08","146","120.83","30"
"SKU_24","2024-02-09","130","121.53","30"
"SKU_24","2024-02-10","133","122.33","30"
"SKU_24","2024-02-11","141","123.27","30"
"SKU_24","2024-02-12","127","123.90","30"
"SKU_24","2024-02-13","130","125.57","30"
"SKU_24","2024-02-14","131","125.80","30"
"SKU_24","2024-02-15","138","127.03","30"
"SKU_24","2024-02-16","140","128.20","30"
